M1,,,,M2,,,,m3,,,,m4,,,,m5,,,,m6,,,,m7,,,,m8,,,,m9,,,,m10,,,,m11,,,,m12,,,,m13,,,,,,,,,,,,,,,,,,
Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's
hand1,16,16,,hand1,16,16,,hand1,16,16,,hand1,16,16,,hand1,16,16,,hand1,16,16,,hand1,16,32,,,,,,hand1,16,32,,hand1,16,32,,hand1,16,32,,hand1,16,32,,hand1,16,32,,,hand1,16,16,"m1,2,3,4,5,6",,hand1,16,32,"m7,8,9,10,11,12,13",,,,,
hand2,8,8,,hand2,8,8,,hand2,8,8,,hand2,8,8,,hand2,8,8,,hand2,8,8,,hand2,16,16,,,,,,hand2,16,16,,hand2,16,16,,hand2,16,16,,hand2,16,16,,hand2,16,16,,,hand2,8,8,"m1,2,3,4,5,6",,hand2,16,16,"m7,8,9,10,11,12,13",,,,,
heatshm1,32,64,,heatshm1,32,64,,heatshm1,32,64,,heatshm1,32,64,,heatshm1,32,64,,heatshm1,32,64,,heatshm1,64,128,,heatshm1,64,128,,heatshm1,64,128,,heatshm1,64,128,,heatshm1,64,128,,heatshm1,64,128,,heatshm1,64,128,,,heatshm1,32,64,"m1,2,3,4,5,6",,heatshm1,64,128,"m7,8,9,10,11,12,13",,,,,
heatshm2,32,64,,heatshm2,32,64,,heatshm2,32,64,,heatshm2,32,64,,heatshm2,32,64,,heatshm2,32,64,,heatshm2,64,128,,heatshm2,64,128,,heatshm2,64,128,,heatshm2,64,128,,heatshm2,64,128,,heatshm2,64,128,,heatshm2,64,128,,,heatshm2,32,64,"m1,2,3,4,5,6",,heatshm2,64,128,"m7,8,9,10,11,12,13",,,,,
heatshm3,32,64,,heatshm3,32,64,,heatshm3,32,64,,heatshm3,32,64,,heatshm3,32,64,,heatshm3,32,64,,heatshm3,64,128,,heatshm3,64,128,,heatshm3,64,128,,heatshm3,64,128,,heatshm3,64,128,,heatshm3,64,128,,heatshm3,64,128,,,heatshm3,32,64,"m1,2,3,4,5,6",,heatshm3,64,128,"m7,8,9,10,11,12,13",,,,,
hel01a,128,128,,,,,,hel01a,64,64,,hel01a,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hel01a,64,64,m3,,hel01a,128,128,"m1,4",,,,,
hel01b,32,64,,hel01b,64,64,,hel01b,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hel01b,64,64,m2,,hel01b,32,64,,,,,,
,,,,hel01c,32,32,,hel01c,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hel01c,32,32,m2,,,,,,,,,,
hel01d,32,128,,hel01d,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hel01d,32,128,m1,,hel01d,64,64,m2,,,,,
hel01e,32,128,,hel01e,64,64,,hel01e,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hel01e,32,128,m1,,hel01e,64,64,m2,,,,,
,,,,hill1,128,128,,,,,,,,,,,,,,,,,,hill1,256,256,,,,,,,,,,,,,,,,,,,,,,,,,,,hill1,128,128,m2,,hill1,256,256,m7,,,,,
,,,,,,,,hovchp01,16,32,,hovchp01,16,32,,hovchp01,16,32,,hovchp01,16,32,,,,,,hovchp01,32,64,,,,,,,,,,,,,,hovchp01,32,64,,hovchp01,32,64,,,hovchp01,16,32,"m3,4,5,6",,hovchp01,32,64,"m8,12,13",,,,,
,,,,,,,,hovchp02,8,8,,hovchp02,8,8,,hovchp02,8,8,,hovchp02,8,8,,hovchp02,16,16,,hovchp02,16,16,,,,,,,,,,hovchp02,16,16,,hovchp02,16,16,,hovchp02,16,16,,,hovchp02,8,8,"m3,4,5,6",,hovchp02,16,16,"m7,8,11,12,13",,,,,
,,,,,,,,hover01,32,32,,hover01,32,32,,hover01,32,32,,hover01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover01,32,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hover02,32,32,,hover02,32,32,,hover02,32,32,,hover02,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover02,32,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hover03,64,32,,hover03,64,32,,hover03,64,32,,hover03,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover03,64,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hover04,32,32,,hover04,32,32,,hover04,32,32,,hover04,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover04,32,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hover05,32,8,,hover05,32,8,,hover05,32,8,,hover05,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover05,32,8,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hover06,16,16,,hover06,16,16,,hover06,16,16,,hover06,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover06,16,16,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hover07,16,16,,hover07,16,16,,hover07,16,16,,hover07,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover07,16,16,"m3,4,5,6",,,,,,,,,,
,,,,,,,,hovr,64,64,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,hovr,64,128,,,hovr,64,64,m3,,hovr,64,128,"m4,5,6,7,8,9,10,11,12,13",,,,,
,,,,,,,,,,,,hydrant,32,64,,,,,,hydrant,32,32,,,,,,,,,,,,,,hydrant,32,64,,,,,,,,,,,,,,,hydrant,32,32,m6,,hydrant,32,64,"m4,10",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,icecol1,128,64,,,,,,,,,,,,,,,,,,,,,,icecol1,128,64,,,,,,,,,,,icecol1,128,64,"m5,11",,,,,,,,,,
intun1,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intun1,128,64,,,,,,,,,,,,,,intun1,128,64,,,intun1,128,64,"m1,9,13",,,,,,,,,,
intun2,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intun2,128,64,,,,,,,,,,,,,,,,,,,intun2,128,64,"m1,9",,,,,,,,,,
intun5,64,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intun5,64,128,,,intun5,64,128,"m1,13",,,,,,,,,,
,,,,lakecy10,32,32,,,,,,,,,,,,,,,,,,lakecy10,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecy10,32,32,m2,,lakecy10,64,64,m7,,,,,
,,,,lakecyc1,32,32,,,,,,,,,,,,,,,,,,lakecyc1,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc1,32,32,m2,,lakecyc1,64,64,m7,,,,,
,,,,lakecyc2,32,32,,,,,,,,,,,,,,,,,,lakecyc2,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc2,32,32,m2,,lakecyc2,64,64,m7,,,,,
,,,,lakecyc3,32,32,,,,,,,,,,,,,,,,,,lakecyc3,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc3,32,32,m2,,lakecyc3,64,64,m7,,,,,
,,,,lakecyc4,32,32,,,,,,,,,,,,,,,,,,lakecyc4,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc4,32,32,m2,,lakecyc4,64,64,m7,,,,,
,,,,lakecyc5,32,32,,,,,,,,,,,,,,,,,,lakecyc5,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc5,32,32,m2,,lakecyc5,64,64,m7,,,,,
,,,,lakecyc6,32,32,,,,,,,,,,,,,,,,,,lakecyc6,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc6,32,32,m2,,lakecyc6,64,64,m7,,,,,
,,,,lakecyc7,32,32,,,,,,,,,,,,,,,,,,lakecyc7,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc7,32,32,m2,,lakecyc7,64,64,m7,,,,,
,,,,lakecyc8,32,32,,,,,,,,,,,,,,,,,,lakecyc8,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc8,32,32,m2,,lakecyc8,64,64,m7,,,,,
,,,,lakecyc9,32,32,,,,,,,,,,,,,,,,,,lakecyc9,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,lakecyc9,32,32,m2,,lakecyc9,64,64,m7,,,,,
,,,,,,,,lavblen1,64,64,,,,,,,,,,,,,,,,,,lavblen1,128,128,,,,,,,,,,,,,,,,,,,,,,,lavblen1,64,64,m3,,lavblen1,128,128,m8,,,,,
,,,,,,,,lavblen2,32,32,,,,,,,,,,,,,,,,,,lavblen2,64,64,,,,,,,,,,,,,,,,,,,,,,,lavblen2,32,32,m3,,lavblen2,64,64,m8,,,,,
,,,,,,,,lavhot1,64,64,,,,,,,,,,,,,,,,,,lavhot1,128,128,,,,,,,,,,,,,,,,,,,,,,,lavhot1,64,64,m3,,lavhot1,128,128,m8,,,,,
,,,,lav_dirt,32,32,,lav_dirt,32,32,,lav_dirt,32,32,,lav_dirt,32,32,,lav_dirt,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,lav_dirt,32,32,,,lav_dirt,32,32,"m2,3,4,5,6,13",,,,,,,,,,
,,,,laz01,64,64,,laz01,64,64,,laz01,64,64,,laz01,64,64,,laz01,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laz01,64,64,"m2,3,4,5,6",,,,,,,,,,
,,,,laz02,32,16,,laz02,32,16,,laz02,32,16,,laz02,32,16,,laz02,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laz02,32,16,"m2,3,4,5,6",,,,,,,,,,
,,,,laz03,32,32,,laz03,32,32,,laz03,32,32,,laz03,32,32,,laz03,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laz03,32,32,"m2,3,4,5,6",,,,,,,,,,
,,,,laz04,64,16,,laz04,64,16,,laz04,64,16,,laz04,64,16,,laz04,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laz04,64,16,"m2,3,4,5,6",,,,,,,,,,
,,,,laz05,8,8,,laz05,8,8,,laz05,8,8,,laz05,8,8,,laz05,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laz05,8,8,"m2,3,4,5,6",,,,,,,,,,
,,,,laztrak1,32,16,,laztrak1,32,16,,laztrak1,32,16,,laztrak1,32,16,,laztrak1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laztrak1,32,16,"m2,3,4,5,6",,,,,,,,,,
,,,,laztrak2,64,16,,laztrak2,64,16,,laztrak2,64,16,,laztrak2,64,16,,laztrak2,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laztrak2,64,16,"m2,3,4,5,6",,,,,,,,,,
ldeshocker,32,32,,ldeshocker,32,32,,ldeshocker,32,32,,ldeshocker,32,32,,ldeshocker,32,32,,ldeshocker,32,32,,ldeshocker,32,64,,ldeshocker,32,64,,ldeshocker,32,64,,ldeshocker,32,64,,ldeshocker,32,32,,ldeshocker,32,64,,ldeshocker,32,32,,,ldeshocker,32,32,"m1,2,4,5,6,11,13",,ldeshocker,32,64,"m7,8,9,10,12",,,,,
ldesphere,64,64,,ldesphere,64,64,,ldesphere,64,64,,ldesphere,64,64,,ldesphere,64,64,,ldesphere,64,64,,ldesphere,128,128,,ldesphere,128,128,,ldesphere,128,128,,ldesphere,128,128,,ldesphere,64,64,,ldesphere,128,128,,ldesphere,64,64,,,ldesphere,64,64,"m1,2,4,5,6,11,13",,ldesphere,128,128,"m7,8,9,10,12",,,,,
ldgun01,32,16,,ldgun01,32,16,,ldgun01,32,16,,ldgun01,32,16,,ldgun01,32,16,,ldgun01,32,16,,ldgun01,64,32,,ldgun01,64,32,,ldgun01,64,32,,ldgun01,64,32,,ldgun01,64,32,,ldgun01,64,32,,ldgun01,64,32,,,ldgun01,32,16,"m1,2,3,4,5,6",,ldgun01,64,32,"m7,8,9,10,11,12,13",,,,,
ldgun02,32,64,,ldgun02,32,64,,ldgun02,32,64,,ldgun02,32,64,,ldgun02,32,64,,ldgun02,32,64,,ldgun02,64,128,,ldgun02,64,128,,ldgun02,64,128,,ldgun02,64,128,,ldgun02,64,128,,ldgun02,64,128,,ldgun02,64,128,,,ldgun02,32,64,"m1,2,3,4,5,6",,ldgun02,64,128,"m7,8,9,10,11,12,13",,,,,
ldgun03,64,32,,ldgun03,64,32,,ldgun03,64,32,,ldgun03,64,32,,ldgun03,64,32,,ldgun03,64,32,,ldgun03,128,64,,ldgun03,128,64,,ldgun03,128,64,,ldgun03,128,64,,ldgun03,128,64,,ldgun03,128,64,,ldgun03,128,64,,,ldgun03,64,32,"m1,2,3,4,5,6",,ldgun03,128,64,"m7,8,9,10,11,12,13",,,,,
ldgun04,32,32,,ldgun04,32,32,,ldgun04,32,32,,ldgun04,32,32,,ldgun04,32,32,,ldgun04,32,32,,ldgun04,64,64,,ldgun04,64,64,,ldgun04,64,64,,ldgun04,64,64,,ldgun04,64,64,,ldgun04,64,64,,ldgun04,64,64,,,ldgun04,32,32,"m1,2,3,4,5,6",,ldgun04,64,64,"m7,8,9,10,11,12,13",,,,,
lflare1,32,32,,lflare1,32,32,,,,,,lflare1,32,32,,lflare1,32,32,,lflare1,32,32,,lflare1,64,64,,lflare1,64,64,,lflare1,64,64,,lflare1,64,64,,lflare1,32,32,,lflare1,64,64,,lflare1,32,32,,,lflare1,32,32,"m1,2,4,5,6,11,13",,lflare1,64,64,"m7,8,9,10,12",,,,,
lflare2,32,32,,lflare2,32,32,,,,,,lflare2,32,32,,lflare2,32,32,,lflare2,32,32,,lflare2,64,64,,lflare2,64,64,,lflare2,64,64,,lflare2,64,64,,lflare2,32,32,,lflare2,64,64,,lflare2,32,32,,,lflare2,32,32,"m1,2,4,5,6,11,13",,lflare2,64,64,"m7,8,9,10,12",,,,,
lflare3,16,16,,lflare3,16,16,,,,,,lflare3,16,16,,lflare3,16,16,,lflare3,16,16,,lflare3,32,32,,lflare3,32,32,,lflare3,32,32,,lflare3,32,32,,lflare3,16,16,,lflare3,32,32,,lflare3,16,16,,,lflare3,16,16,"m1,2,4,5,6,11,13",,lflare3,32,32,"m7,8,9,10,12",,,,,
lflare4,32,32,,lflare4,32,32,,,,,,lflare4,32,32,,lflare4,32,32,,lflare4,32,32,,lflare4,64,64,,lflare4,64,64,,lflare4,64,64,,lflare4,64,64,,lflare4,32,32,,lflare4,64,64,,lflare4,32,32,,,lflare4,32,32,"m1,2,4,5,6,11,13",,lflare4,64,64,"m7,8,9,10,12",,,,,
lgun01,32,16,,lgun01,32,16,,lgun01,32,16,,lgun01,32,16,,lgun01,32,16,,lgun01,32,16,,lgun01,64,32,,lgun01,64,32,,lgun01,64,32,,lgun01,64,32,,lgun01,64,32,,lgun01,64,32,,lgun01,64,32,,,lgun01,32,16,"m1,2,3,4,5,6",,lgun01,64,32,"m7,8,9,10,11,12,13",,,,,
lgun02,32,64,,lgun02,32,64,,lgun02,32,64,,lgun02,32,64,,lgun02,32,64,,lgun02,32,64,,lgun02,64,128,,lgun02,64,128,,lgun02,64,128,,lgun02,64,128,,lgun02,64,128,,lgun02,64,128,,lgun02,64,128,,,lgun02,32,64,"m1,2,3,4,5,6",,lgun02,64,128,"m7,8,9,10,11,12,13",,,,,
lgun03,64,32,,lgun03,64,32,,lgun03,64,32,,lgun03,64,32,,lgun03,64,32,,lgun03,64,32,,lgun03,128,64,,lgun03,128,64,,lgun03,128,64,,lgun03,128,64,,lgun03,128,64,,lgun03,128,64,,lgun03,128,64,,,lgun03,64,32,"m1,2,3,4,5,6",,lgun03,128,64,"m7,8,9,10,11,12,13",,,,,
lgun04,32,32,,lgun04,32,32,,lgun04,32,32,,lgun04,32,32,,lgun04,32,32,,lgun04,32,32,,lgun04,64,64,,lgun04,64,64,,lgun04,64,64,,lgun04,64,64,,lgun04,64,64,,lgun04,64,64,,lgun04,64,64,,,lgun04,32,32,"m1,2,3,4,5,6",,lgun04,64,64,"m7,8,9,10,11,12,13",,,,,
,,,,,,,,lndlava1,128,128,,,,,,,,,,,,,,,,,,lndlava1,128,128,,,,,,,,,,,,,,,,,,,,,,,lndlava1,128,128,"m3,8",,,,,,,,,,
,,,,lockon01,32,32,,lockon01,32,32,,lockon01,32,32,,lockon01,32,32,,lockon01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon01,32,32,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon02,32,64,,lockon02,32,64,,lockon02,32,64,,lockon02,32,64,,lockon02,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon02,32,64,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon03,16,32,,lockon03,16,32,,lockon03,16,32,,lockon03,16,32,,lockon03,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon03,16,32,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon04,16,32,,lockon04,16,32,,lockon04,16,32,,lockon04,16,32,,lockon04,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon04,16,32,"m2,3,4,5,6",,,,,,,,,,
lockon05,128,16,,lockon05,128,16,,lockon05,128,16,,lockon05,128,16,,lockon05,128,16,,lockon05,128,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon05,128,16,"m1,2,3,4,5,6",,,,,,,,,,
,,,,lockon06,16,32,,lockon06,16,32,,lockon06,16,32,,lockon06,16,32,,lockon06,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon06,16,32,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon07,32,16,,lockon07,32,16,,lockon07,32,16,,lockon07,32,16,,lockon07,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon07,32,16,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon08,32,64,,lockon08,32,64,,lockon08,32,64,,lockon08,32,64,,lockon08,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon08,32,64,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon09,32,32,,lockon09,32,32,,lockon09,32,32,,lockon09,32,32,,lockon09,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon09,32,32,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon10,32,16,,lockon10,32,16,,lockon10,32,16,,lockon10,32,16,,lockon10,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon10,32,16,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon11,32,8,,lockon11,32,8,,lockon11,32,8,,lockon11,32,8,,lockon11,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon11,32,8,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon12,16,32,,lockon12,16,32,,lockon12,16,32,,lockon12,16,32,,lockon12,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon12,16,32,"m2,3,4,5,6",,,,,,,,,,
,,,,lockon13,32,16,,lockon13,32,16,,lockon13,32,16,,lockon13,32,16,,lockon13,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lockon13,32,16,"m2,3,4,5,6",,,,,,,,,,
locktrak,32,16,,locktrak,32,16,,locktrak,32,16,,locktrak,32,16,,locktrak,32,16,,locktrak,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locktrak,32,16,"m1,2,3,4,5,6",,,,,,,,,,
lomissammo1,32,32,,lomissammo1,32,32,,lomissammo1,32,32,,lomissammo1,32,32,,lomissammo1,32,32,,lomissammo1,32,32,,lomissammo1,16,64,,lomissammo1,16,64,,lomissammo1,16,64,,lomissammo1,16,64,,lomissammo1,16,64,,lomissammo1,16,64,,lomissammo1,16,64,,,lomissammo1,32,32,"m1,2,3,4,5,6",,lomissammo1,16,64,"m7,8,9,10,11,12,13",,,,,
lomissammo2,8,32,,lomissammo2,8,32,,lomissammo2,8,32,,lomissammo2,8,32,,lomissammo2,8,32,,lomissammo2,8,32,,lomissammo2,16,64,,lomissammo2,16,64,,lomissammo2,16,64,,lomissammo2,16,64,,lomissammo2,16,64,,lomissammo2,16,64,,lomissammo2,16,64,,,lomissammo2,8,32,"m1,2,3,4,5,6",,lomissammo2,16,64,"m7,8,9,10,11,12,13",,,,,
lo_nuk01,64,64,,lo_nuk01,64,64,,lo_nuk01,64,64,,lo_nuk01,64,64,,lo_nuk01,64,64,,lo_nuk01,64,64,,lo_nuk01,32,128,,lo_nuk01,32,128,,lo_nuk01,32,128,,lo_nuk01,32,128,,lo_nuk01,64,64,,lo_nuk01,32,128,,lo_nuk01,64,64,,,lo_nuk01,64,64,"m1,2,3,4,5,6,11,13",,lo_nuk01,32,128,"m7,8,9,10,12",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1cliff1,256,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m1cliff1,256,128,,,,,,,,,,,,,,m1cliff1,256,128,,,m1cliff1,256,128,"m1,9,13",,,,,,,,,,
m1gate12,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m1gate12,128,64,,,,,,,,,,,,,,,,,,,m1gate12,128,64,"m1,9",,,,,,,,,,
m1gate15,16,128,,,,,,m1gate15,16,128,,,,,,,,,,,,,,,,,,m1gate15,16,128,,,,,,,,,,,,,,,,,,,,,,,m1gate15,16,128,"m1,3,8",,,,,,,,,,
m1rock2,256,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m1rock2,256,128,,,,,,,,,,,,,,,,,,,m1rock2,256,128,"m1,9",,,,,,,,,,
m1sky1,256,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m1sky1,256,128,,,,,,,,,,,,,,,,,,,m1sky1,256,128,"m1,9",,,,,,,,,,
,,,,,,,,m3brig02,64,128,,,,,,,,,,,,,,,,,,m3brig02,64,128,,,,,,,,,,,,,,,,,,,,,,,m3brig02,64,128,"m3,8",,,,,,,,,,
,,,,,,,,m3hall02,64,128,,,,,,,,,,,,,,,,,,m3hall02,64,128,,,,,,,,,,,,,,,,,,,,,,,m3hall02,64,128,"m3,8",,,,,,,,,,
,,,,,,,,m3sec01,64,128,,,,,,,,,,,,,,,,,,m3sec01,64,128,,,,,,,,,,,,,,,,,,,,,,,m3sec01,64,128,"m3,8",,,,,,,,,,
,,,,,,,,m3sec02,64,128,,,,,,,,,,,,,,,,,,m3sec02,64,128,,,,,,,,,,,,,,,,,,,,,,,m3sec02,64,128,"m3,8",,,,,,,,,,
,,,,,,,,m3sec03,64,128,,,,,,,,,,,,,,,,,,m3sec03,64,128,,,,,,,,,,,,,,,,,,,,,,,m3sec03,64,128,"m3,8",,,,,,,,,,
,,,,,,,,,,,,m4canl3,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m4canl3,128,128,,,,,,,m4canl3,128,128,"m4,12",,,,,,,,,,
,,,,,,,,,,,,medwall1,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medwall1,128,128,,,,,,,medwall1,128,128,"m4,12",,,,,,,,,,
,,,,,,,,mgat01,128,32,,,,,,,,,,,,,,,,,,mgat01,128,32,,,,,,,,,,,,,,,,,,,,,,,mgat01,128,32,"m3,8",,,,,,,,,,
,,,,,,,,mgat05,128,128,,,,,,,,,,,,,,,,,,mgat05,128,128,,,,,,,,,,,,,,,,,,,,,,,mgat05,128,128,"m3,8",,,,,,,,,,
,,,,,,,,mgat08,128,128,,,,,,,,,,,,,,,,,,mgat08,128,128,,,,,,,,,,,,,,,,,,,,,,,mgat08,128,128,"m3,8",,,,,,,,,,
,,,,,,,,mgat10,64,64,,,,,,,,,,,,,,,,,,mgat10,64,64,,,,,,,,,,,,,,,,,,,,,,,mgat10,64,64,"m3,8",,,,,,,,,,
,,,,,,,,mgat14,32,32,,,,,,,,,,,,,,,,,,mgat14,32,32,,,,,,,,,,,,,,,,,,,,,,,mgat14,32,32,"m3,8",,,,,,,,,,
,,,,,,,,mgat15,64,64,,,,,,,,,,,,,,,,,,mgat15,64,64,,,,,,,,,,,,,,,,,,,,,,,mgat15,64,64,"m3,8",,,,,,,,,,
minelay1,64,32,,minelay1,64,32,,minelay1,64,32,,minelay1,64,32,,minelay1,64,32,,minelay1,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minelay1,64,32,"m1,2,3,4,5,6",,,,,,,,,,
minelay2,64,32,,minelay2,64,32,,minelay2,64,32,,minelay2,64,32,,minelay2,64,32,,minelay2,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minelay2,64,32,"m1,2,3,4,5,6",,,,,,,,,,
minelay3,32,32,,minelay3,32,32,,minelay3,32,32,,minelay3,32,32,,minelay3,32,32,,minelay3,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minelay3,32,32,"m1,2,3,4,5,6",,,,,,,,,,
minelay4,64,32,,minelay4,64,32,,minelay4,64,32,,minelay4,64,32,,minelay4,64,32,,minelay4,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minelay4,64,32,"m1,2,3,4,5,6",,,,,,,,,,
mine_ph1,32,32,,mine_ph1,32,32,,mine_ph1,32,32,,mine_ph1,32,32,,mine_ph1,32,32,,mine_ph1,32,32,,mine_ph1,64,64,,mine_ph1,64,64,,mine_ph1,64,64,,mine_ph1,64,64,,mine_ph1,64,64,,mine_ph1,64,64,,mine_ph1,64,64,,,mine_ph1,32,32,"m1,2,3,4,5,6",,mine_ph1,64,64,"m7,8,9,10,11,12,13",,,,,
mine_ph2,32,32,,mine_ph2,32,32,,mine_ph2,32,32,,mine_ph2,32,32,,mine_ph2,32,32,,mine_ph2,32,32,,mine_ph2,64,64,,mine_ph2,64,64,,mine_ph2,64,64,,mine_ph2,64,64,,mine_ph2,64,64,,mine_ph2,64,64,,mine_ph2,64,64,,,mine_ph2,32,32,"m1,2,3,4,5,6",,mine_ph2,64,64,"m7,8,9,10,11,12,13",,,,,
mine_rem,16,16,,mine_rem,16,16,,mine_rem,16,16,,mine_rem,16,16,,mine_rem,16,16,,mine_rem,16,16,,mine_rem,32,8,,mine_rem,32,8,,mine_rem,32,8,,mine_rem,32,8,,mine_rem,16,16,,mine_rem,32,8,,mine_rem,16,16,,,mine_rem,16,16,"m1,2,3,4,5,6,13",,mine_rem,32,8,"m7,8,9,10,11,12,13",,,,,
missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,missil01,128,16,,,missil01,128,16,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
